0,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
207,New Tecumseth,2000,70,New Tecumseth,,P.O. Box 399,L9R1V6,Alliston,17 Victoria Street East,www.ntpl.ca,Public or Union Library,23020,8440,9398,3168,01/01/2000,12/31/2000,SOLS,12178,2571,Surplus,51841,420053,54348,45305,24245,26842,49354,1275,673263,0,0,10000,11275,21275,66948,3333,402867,6326,70295,13709,0,84758,18319,0,0,6772,673327,11275,2872,0,0,4173,0,0,10,0,0,24,0,0,24,0,0,87584,230,258,88940,230,258,0,0,0,0,0,0,60,0,0,0,0,0,1,0,0,1,0,0,0,0,0,37,1,1,0,1,0,1,32,2,24,1,24,15,215,42,112.5,13,5,8,2,Yes,Horizon,0,1,33,2,55,0,0,0,0,0,0,0,185701,254,3899,902,1708,1471,2785,4034,6619,121,0,0,372,10,1000,0
19,Newmarket,2000,27,Newmarket,,438 Park Avenue,L3Y1W1,Newmarket,,www.newmarketpl.ca,Public or Union Library,65990,19409,0,0,01/01/2000,12/31/2000,SOLS,21724,0,Nil,64401,1294569,0,17000,0,142465,481643,350,2000428,0,0,47240,0,47240,201613,11363,1040189,4081,101941,7557,0,33596,527375,0,0,72713,2000428,47240,2094,2,0,3443,49,0,0,0,0,80,0,0,111,0,0,124370,2926,3430,155274,4025,3430,340,0,0,351,0,0,232,2,0,4,0,0,3,0,0,62,0,0,2120,0,0,35,3,9,0,4,0,0,0,2,30,0,0,23,450,41,328,26,3,14,9,Yes,DYNIX,0,1,53.5,0,0,0,0,0,0,0,0,0,478452,1102,23359,1811,1607,1962,2648,9255,2260,247,0,0,651,5,4658,141
222,Niagara Falls,2000,18,Niagara Falls,,4848 Victoria Avenue,L2E4C5,Niagara Falls,,www.nflibrary.ca,Public or Union Library,75498,31524,0,0,01/01/2000,12/31/2000,SOLS,31277,27361,Surplus,157058,2145842,0,92186,28389,74881,24039,0,2522395,0,0,0,0,0,307087,19450,1666143,1155,232210,9968,6423,102157,60935,0,0,88315,2493843,0,12177,0,0,28113,0,0,5,0,0,20,0,0,84,0,0,121766,752,1271,210545,1023,1950,306,0,0,336,0,0,307,0,0,3,0,0,2,0,0,48,0,0,1526,0,0,36,4,0,0,18,0,4,82.5,0,0,0,0,57,759.25,2,11.5,49,20,24,5,Yes,GEAC Advance,0,1,68,2,80.5,0,0,0,0,0,0,0,537309,1442,17050,1730,1826,2244,2907,11362,4939,1279,107,0,1801,234,10160,39
223,Niagara-on-the-Lake,2000,18,Niagara-on-the-Lake,,P.O. Box 430,L0S1J0,Niagara-on-the-Lake,10 Anderson Lane,www.notlpubliclibrary.org,Public or Union Library,12580,5226,0,0,01/01/2000,12/31/2000,SOLS,7848,-906,Deficit,25276,262219,0,11074,0,36654,20359,0,355582,0,0,0,0,0,58692,2100,186798,1044,60000,2447,1145,12164,0,0,0,31708,356098,0,1450,0,0,1502,0,0,1,0,0,48,0,0,57,0,0,41038,97,210,42198,97,210,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,3,102,3,12,12,4,8,6,Yes,Multilis,0,1,49,0,0,0,0,0,0,0,0,0,71054,25,4870,582,824,603,1236,1820,110,113,0,0,99,1,890,93
224,Nickel Centre,2000,23,Nickel Centre,Greater Sudbury,214 Orell Street,P3L1V2,Garson,,,Public or Union Library,12604,4901,0,0,01/01/2000,12/31/2000,OLS-N,6302,0,Nil,48756,162000,0,31793,0,20986,0,4257,267792,0,0,0,0,0,26921,0,166745,0,60775,4800,0,0,0,0,0,0,259241,0,167,36,0,1443,123,0,0,0,0,16,0,0,16,0,0,47641,3989,4,47760,4030,4,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,1,21,1,24,6,82,2,3,11,11,11,2,Yes,Winnebago Spectrum,0,1,34,1,30,0,0,0,0,0,0,0,60649,74,1948,211,762,275,945,1383,656,228,0,0,160,0,538,0
411,Ninda-Kikaendjigae-Wigammik FN,2000,38,Ninda-Kikaendjigae-Wigammik FN,,R.R. #5,N0H2T0,Wiarton,25 Maadookii Road,,First Nations Library,1914,0,0,0,01/01/2000,12/31/2000,SOLS,130,0,Nil,2871,3000,0,28933,0,0,0,0,34804,0,0,0,0,0,3000,604,14000,1500,1000,800,3900,10000,0,0,0,0,34804,0,13,0,0,260,0,0,1,0,0,10,0,0,10,0,0,6050,0,0,6054,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,2,1,1,2,Yes,Circulation Desk,0,1,23,0,0,0,0,20,20,0,0,1,3000,200,2560,0,0,0,0,102,20,2,0,0,10,5,30,0
225,Nipigon Twp,2000,89,Nipigon Twp,,Box 728,P0T2J0,Nipigon,52 Front Street,http://nipigon.net/content/Nipigon_Public_Library/,Public or Union Library,2021,893,0,0,01/01/2000,12/31/2000,OLS-N,1321,10002,Surplus,4831,48781,0,6589,4258,2260,0,207,66926,0,0,0,0,0,6555,0,41270,78,8485,841,0,45,0,0,0,0,57274,9851,90,0,0,320,0,0,0,0,0,0,0,0,0,0,0,9005,0,469,9235,0,469,3,0,0,3,0,0,15,0,0,1,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,1,31,0,0,2,4,8,16,5,5,0,5,Yes,Kelowna Software,0,1,27,0,0,0,0,0,0,0,0,0,8185,10,35,197,0,306,0,212,64,64,5,0,12,3,152,83
412,Nipissing FN,2000,85,Nipissing FN,,36 Semo Road,P2B3K2,Garden Village,"24 Semo Road, Garden Village, Ontario, P2B3K2",www.nfn.ca,First Nations Library,834,0,0,0,04/01/2000,03/31/2001,OLS-N,405,-2158,Deficit,2672,3200,0,33154,0,477,0,0,39503,0,0,0,0,0,1532,1020,14269,2017,5000,0,1585,15582,0,0,0,0,41005,0,57,0,0,219,0,0,2,0,0,43,0,0,57,0,0,5199,77,78,5770,103,90,174,0,0,226,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,1,20,0,0,0,0,1,10,0,0,8,8,0,8,No,,0,1,30,0,0,0,0,0,0,0,0,0,2005,22,770,5,0,10,7,29,77,63,2,0,36,0,130,2
226,Norfolk Twp,2000,12,Norfolk Twp,Norfolk County,P.O. Box 130,N0E1M0,Port Rowan,1034 Main Street,www.kwic.com/~prpl/,Public or Union Library,11096,5133,0,0,01/01/2000,12/31/2000,SOLS,2960,0,Nil,24616,78400,0,0,3625,4380,0,8698,119719,5510,28333,50000,70000,153843,25355,0,68817,956,11081,2404,0,4253,0,0,0,1012,113878,89210,720,2,0,786,2,0,1,0,0,4,0,0,4,0,0,17986,0,0,18268,0,0,2,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,0,0,0,0,0,0,0,0,0,0,2,8,2,2,2,2,Yes,EOS,0,1,35,0,0,0,0,0,0,0,0,0,29129,1,50,492,68,542,253,534,126,36,0,0,129,0,350,0
227,North Bay,2000,85,North Bay,,271 Worthington Street East,P1B1H1,North Bay,,www.city.north-bay.on.ca/library/,Public or Union Library,56411,22644,0,0,01/01/2000,12/31/2000,OLS-N,32872,6688,Surplus,106611,1105600,0,49112,0,89529,0,0,1350852,0,0,100000,0,100000,144628,9525,958754,5304,70584,9723,0,21168,0,0,0,76599,1296285,100000,7224,864,0,9671,983,0,4,0,0,6,1,0,6,1,0,120138,24675,3008,123204,26017,3071,75,5,0,75,5,0,256,38,1,4,0,0,0,0,0,0,0,0,1900,0,0,35,5,3,0,12,0,0,0,0,0,0,0,9,162,11,46,24,12,12,6,Yes,Dynix,0,1,54.5,0,0,0,0,0,0,0,0,0,413962,77,1926,789,1742,921,1814,7670,936,372,275,0,1332,12,2901,1558
445,North Caribou FN,2000,82,North Caribou FN,,P.O. Box 158,P0V2Y0,Weagamow Lake,,,First Nations Library,709,0,0,0,04/01/2000,03/31/2001,OLS-N,0,0,Nil,1313,0,0,21379,0,0,0,0,22692,0,0,0,0,0,1260,0,22240,345,3330,4500,0,0,0,0,0,3200,34875,0,175,0,0,175,0,0,0,0,0,0,0,0,0,0,0,720,0,0,730,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,3,2,0,0,No,,0,1,20,0,0,0,0,0,0,0,0,0,3120,1,30,0,0,0,0,60,10,60,0,0,100,0,60,0
228,North Grenville Twp,2000,56,North Grenville Twp,Township of North Grenville,P.O. Box 538,K0G1J0,Kemptville,1 Water Street,www.ngpl.ca,Public or Union Library,12176,4905,0,0,01/01/2000,12/31/2000,SOLS,0,24413,Surplus,27444,127370,800,1274,2053,32288,0,0,191229,0,0,2147,63790,65937,23915,820,97393,1096,21490,5927,0,1564,0,0,0,34294,186499,19285,250,0,0,250,0,0,0,0,0,15,0,0,45,0,0,35412,245,0,35412,245,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,1100,0,0,35,0,0,0,0,0,1,20,5,65,0,0,1,15,20,10,6,4,0,4,Yes,Winnebago,0,1,28,3,36,0,0,0,0,0,0,0,58512,15,230,371,1,398,1,1551,180,38,5,0,77,6,573,0
229,North Himsworth Twp,2000,86,North Himsworth Twp,"Callendar, Municipality of",P.O. Box 149,P0H1H0,Callander,30 Catherine Street,www.heartofcallanderbay.com,Public or Union Library,3168,1345,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,8103,16615,0,14367,2276,1109,55,869,43394,0,0,0,0,0,3845,0,48067,235,3197,365,0,3539,0,0,0,2988,62236,0,90,0,0,132,0,0,1,0,0,20,0,0,30,0,0,7588,506,0,7771,514,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,2,8,4,2,0,4,No,,0,1,20,0,0,0,0,0,0,0,0,0,7203,304,486,116,0,183,0,137,20,15,0,0,27,0,75,0
382,North Kawartha Twp,2000,66,North Kawartha Twp,Township of North Kawartha,Box 335,K0L1A0,Apsley,175 Burleigh St.,www.northkawarthalibrary.com,Public or Union Library,2200,3621,0,0,01/01/2000,12/31/2000,SOLS,2217,0,Nil,17300,27415,0,25494,6144,1712,1743,0,79808,0,0,0,30131,30131,6253,0,31660,580,8333,1408,96,19162,0,0,0,3304,70796,30520,320,5,2,330,5,2,0,0,0,80,69,0,80,69,0,11440,60,0,11789,60,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,18,4,8,9,8,1,6,Yes,Quinte Library System,0,1,23,0,0,1,5,0,0,0,0,0,15699,24,210,13,113,26,210,193,71,20,0,0,22,0,115,0
231,North Perth,2000,65,North Perth,Town of North Perth,260 Main Street West,N4W1A1,Listowel,,www.northperth.library.on.ca,Public or Union Library,11436,4428,0,0,01/01/2000,12/31/2000,SOLS,3689,0,Nil,22513,460148,0,168086,21340,3895,0,5054,681036,0,0,338479,188590,527069,44230,0,101930,230,25754,2359,0,37701,0,0,0,13141,225345,914460,550,0,0,550,0,0,0,0,0,0,0,0,0,0,0,55184,25,100,55184,25,100,74,0,0,74,0,0,45,0,0,1,0,0,0,0,0,0,0,0,300,0,0,35,1,0,0,1,0,0,0,0,0,0,0,4,70,12,500,7,7,0,5,No,,0,1,38,1,12,1,10,0,0,0,0,0,43794,68,1087,352,37,352,37,1198,32,137,0,0,47,0,558,0
215,"North Shore, Corporation of the Township of the",2000,80,"North Shore, Corporation of the Township of the",,P.O. Box 108,P0R1A0,Algoma Mills,1385 Hwy. 17,www.townshipofthenorthshore.ca,Contracting Municipality,609,393,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,2007,0,0,0,0,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Northeastern Manitoulin and the Islands,2000,83,Northeastern Manitoulin and the Islands,Town of Northeastern Manitoulin and the Islands,P.O. Box 790,P0P1K0,Little Current On,50 Meredith Street West,http://www.nemilib.vianet.ca/,Public or Union Library,2319,2014,0,0,01/01/2000,12/31/2000,OLS-N,0,12567,Surplus,10720,25132,0,19291,2037,2083,0,1803,61066,0,0,0,0,0,9558,0,32646,753,649,666,0,12523,0,0,0,4383,61178,1646,340,0,0,430,0,0,0,0,0,0,0,0,0,0,0,11612,0,0,11687,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,13.5,0,0,4,4,0,4,No,,0,1,28,0,0,0,0,0,0,0,0,0,18130,2,100,207,76,69,25,339,28,21,0,0,15,0,61,21
233,Northumberland County,2000,61,Northumberland County,Various,860 William Street Lower Level,K9A3A9,Cobourg,,,"County, County co-operative or Regional Municipality Library",20751,10590,0,0,01/01/2000,12/31/2000,SOLS,5861,-3520,Deficit,59743,185304,0,24478,1060,4250,8888,4000,287723,0,0,0,0,0,56281,0,145131,896,11626,600,0,2500,0,0,0,52946,269980,0,6078,318,588,7000,326,588,17,0,0,20,0,0,100,0,0,69793,0,0,70348,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,2,16,8,60,30,90,16,6,10,16,Yes,Syllabus,0,0,0,3,38,3,30,0,0,0,0,0,82058,0,0,1523,535,1581,1523,1755,1859,1110,0,0,93,203,771,17
247,Oakville,2000,14,Oakville,,120 Navy Street,L6J2Z4,Oakville,,www.opl.on.ca,Public or Union Library,134300,44670,0,0,01/01/2000,12/31/2000,SOLS,0,76160,Surplus,182453,4921192,0,110114,3754,350829,207608,0,5775950,0,0,203000,0,203000,544992,45352,3949967,54696,366297,32743,25129,47546,207608,44222,0,409010,5727562,251388,7031,33,0,14013,124,0,1,0,0,9,0,0,9,0,0,185548,4696,39,388699,8488,2768,0,0,0,0,0,0,302,10,4,3,2,0,0,0,0,0,0,0,1542,264,0,35,13,13,0,16,0,0,0,14,200,0,0,98,686,105,176,97,66,75,20,Yes,Epixtech,0,1,65,3,189,0,0,0,0,0,0,0,1437441,1970,52947,1596,2140,2187,2946,30880,12072,2000,384,0,2961,5,22942,2627
248,O'Connor Twp,2000,89,O'Connor Twp,,R.R. #1,P0T1W0,Kakabeka Falls,330 Hwy 595,www.oconnortownship.ca,Contracting Municipality,722,261,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,1220,0,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Ojibways of Onegaming FN,2000,89,Ojibways of Onegaming FN,,P.O. Box 509,P0X1K0,Nestor Falls,"Mikinaak Road, 212 Mikinaak Onigaming School",www.voyageur.ca/~ojibonig/,First Nations Library,499,0,0,0,04/01/2000,03/31/2001,OLS-N,0,0,Nil,849,8449,0,26466,0,0,0,0,35764,0,0,0,0,0,849,0,24030,3328,0,26,0,7531,0,0,0,0,35764,0,10,0,0,10,0,0,0,0,0,2,0,1,2,0,1,466,0,0,466,0,0,2,0,1,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,1,5,5,5,0,5,No,,0,1,26,0,0,0,0,0,0,0,0,0,1584,325,3900,40,40,2,2,250,250,125,0,0,20,0,125,0
421,Ojibways of Sucker Creek FN,2000,83,Ojibways of Sucker Creek FN,Aundeck-Omni-Kaning FN,"P.O. Box 21, R.R. #1",P0P1K0,Little Current,13 Hill Street Sucker Creek Reserve,www.geocities.com,First Nations Library,582,0,0,0,04/01/2000,03/31/2001,OLS-N,0,-7711,Deficit,873,0,0,21896,0,0,0,0,22769,0,0,0,0,0,795,0,16101,34,2194,1381,0,708,0,0,0,0,21213,0,4,0,0,73,0,0,0,0,0,0,0,0,0,0,0,1347,0,0,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,4,2,0,1,No,,0,1,28,0,0,0,0,0,0,0,0,0,624,0,0,6,0,7,0,13,68,27,0,0,4,0,54,0
456,Ojibways of the Pic Rivers FN,2000,89,Ojibways of the Pic Rivers FN,,P. O. Box 216,P0T1R0,Heron Bay,21 Rabbit Drive,,First Nations Library,467,0,0,0,04/01/2000,03/31/2001,OLS-N,120,-18971,Deficit,0,11151,0,43983,0,0,0,0,55134,0,0,0,0,0,1325,0,25028,895,0,0,0,29967,0,0,0,28,57243,0,12,0,0,144,0,0,0,0,0,4,0,0,4,0,0,1850,0,0,1850,0,0,10,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,No,,0,1,35,0,0,0,0,0,0,0,0,0,2880,4,75,5,0,2,2,42,35,68,0,0,17,0,68,0
165,Oliver Paipoonge,2000,89,Oliver Paipoonge,Municipality of Oliver Paipoonge,P.O.Box 26,P0T2G0,Murillo,#1 Baxendale Drive,www.olsn.ca/oplibrary,Public or Union Library,5831,2013,3074,1466,01/01/2000,12/31/2000,OLS-N,2286,17596,Surplus,11917,28100,8652,24730,520,2224,0,0,76143,0,0,0,0,0,7731,400,17567,760,4022,4755,0,26865,0,0,0,950,63050,0,43,0,0,87,0,0,0,0,0,65,0,0,65,0,0,10150,0,0,10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,24,0,0,8,8,0,8,No,,0,1,24,1,20,0,0,0,0,0,0,0,17472,20,1097,333,0,353,0,518,80,122,0,0,90,0,384,0
249,Onaping Falls,2000,23,Onaping Falls,Greater Sudbury,P.O. Box 520,P0M2R0,Dowling,31 Sturgeon St,,Public or Union Library,5183,2139,0,0,01/01/2000,12/31/2000,OLS-N,4500,0,Nil,34076,113000,0,24000,3000,8648,12127,0,194851,0,0,0,0,0,40434,0,105922,1325,9231,4235,0,18450,0,0,0,2620,182217,0,135,3,0,242,60,0,0,0,0,6,0,0,9,0,0,57280,3904,547,57488,3914,547,0,0,0,0,0,0,527,12,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,3,71,0,0,3,67,2,43,1,3,10,9,0,10,No,,0,1,24,2,36,0,0,0,0,0,0,0,75161,12,525,257,137,448,193,2292,3903,76,0,0,103,0,849,0
414,Oneida FN,2000,59,Oneida FN,,R.R. #2,N0L2G0,Southwold,Southwold,,First Nations Library,2000,0,0,0,04/01/2000,03/31/2001,SOLS,100,2143,Surplus,6521,0,0,21896,0,0,0,0,28417,0,0,0,0,0,1453,0,12479,470,2100,601,990,233,0,0,0,0,18326,0,564,0,23,705,0,42,2,0,0,36,0,0,38,0,0,3015,0,0,3037,0,0,11,0,0,11,0,0,30,0,0,2,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,16,0,0,6,3,1,6,Yes,Childs,0,1,20,0,0,0,0,0,0,0,0,0,305,2,14,0,0,0,0,24,2,14,2,0,2,0,51,0
250,Opasatika Twp,2000,81,Opasatika Twp,,P.O. Box 100,P0L1Z0,Opasatika,6 St Antoine Street,https://sites.google.com/site/bibliothequeopasatika/,Public or Union Library,333,145,0,0,01/01/2000,12/31/2000,OLS-N,163,0,Nil,1043,0,0,13649,0,254,0,0,14946,0,0,0,0,0,1312,0,16084,69,0,841,0,607,0,0,0,0,18913,0,1,35,0,22,502,0,0,0,0,3,1,0,4,1,0,40,103,0,2035,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,40,15,30,2,2,0,2,No,,0,1,20,0,0,0,0,0,0,0,0,0,1374,12,82,0,0,0,0,40,52,14,20,0,40,3,25,14
251,Ops Twp,2000,72,Ops Twp,Kawartha Lakes,"c/o Corp. Twsp. Of Ops, R.R. #5",K9V4S5,Lindsay,"c/o Lindsay Public Library 190 Kent Street West, K9V 2Y6",,Contracting Municipality,4165,1643,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,7150,13069,0,0,0,0,0,0,20219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20219,0,20219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Orangeville,2000,43,Orangeville,,1 Mill Street,L9W2M2,Orangeville,,www.orangeville.library.on.ca,Public or Union Library,23492,7910,7574,2892,01/01/2000,12/31/2000,SOLS,15238,34523,Surplus,30708,351459,150649,5433,1300,46105,30000,0,615654,0,0,93750,0,93750,145372,1000,343923,1030,69749,7951,6000,27461,0,0,0,17776,620262,43880,934,0,0,1828,0,0,1,0,0,5,0,0,5,0,0,52738,0,0,59903,0,0,0,0,0,0,0,0,79,0,0,1,0,0,2,0,0,25,0,0,150,0,0,35,1,2,0,1,0,0,0,0,0,0,0,13,260,0,0,21,14,6,1,Yes,Dynix,0,1,63.5,0,0,0,0,0,0,0,0,0,233319,367,5517,1249,910,1383,1627,4652,1135,270,278,0,242,0,2606,0
23,Orillia,2000,70,Orillia,,500 Gill Street,L3V4L1,Orillia,,http://www.orilliapubliclibrary.ca,Public or Union Library,27905,11742,7525,3282,01/01/2000,12/31/2000,SOLS,16278,5676,Surplus,51394,708770,157133,45457,623,40128,4793,0,1008298,48685,0,0,0,48685,132316,13213,696181,5094,52337,6102,9254,50663,0,0,0,43138,1008298,48685,4121,0,0,5141,0,0,3,0,0,42,0,0,42,0,0,100183,1121,0,108876,1218,0,0,0,0,0,0,0,417,0,0,5,0,0,3,0,0,3,0,0,2424,0,0,36.5,4,0,0,10,0,0,0,2,52,0,0,6,104.5,77,50,19,10,6,2,Yes,Geac Advance 6.7,0,1,56,0,0,0,0,0,0,0,0,0,266229,272,7894,1360,1712,1630,2125,5220,989,234,0,0,471,1,634,0
252,Oro-Medonte Twp,2000,70,Oro-Medonte Twp,,P.O. Box 100,L0L2X0,Oro,148 Line 7 south,www.oro-medonte.ca,Contracting Municipality,16693,7280,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,29702,142218,0,0,0,0,0,0,171920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171920,0,171920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
